"시공업체 일련번호","업체명","사업자등록번호","개업일자","대표자","업체연락처","사업종목","보유면허","주요시공분야","행정동코드","업체주소"
"554","햇빛기술개발","110-03-35001","2000-05-08","백인군","","배관공사, 실내장식, 인테리어","배관공사, 실내장식, 인테리어, 방수, 건축기사","방수공사,목공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러)","1141011900","서울특별시 서대문구 증가로 200-13 지층 1호 (북가좌동)"
"553","187 GARAGE","147-35-00882","2000-06-08","박종권","","의류, 도배, 실내장식 및 내장 목공사업(공사예정금액 건당1천5백만원미만), 전자상거래, ","-","방수공사,목공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,조명공사","1123011000","서울특별시 동대문구 이문로 187 1층"
"546","어울림토탈인테리어	","777-78-00152","2019-09-19","이성준","","도배, 실내장식 및 내장 목공사업(건당1500만원미만), 외부도장공사업(건당1500만원미만","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1144012500","서울특별시 마포구 모래내로7안길 30 103동 601호"
"545","(주)돋움	","298-86-01411","2019-09-19","강승범","","창호유리, 실내건축 및 인테리어","건설","창호 및 유리공사","4136011100","경기도 남양주시 순화궁로 578-4 (1-2층)"
"541","(주)지인창호시스템","458-86-01648","2019-08-21","이진숙","","유리 및 창호공사업, 건물용 금속 공작물 설치 공사업","금속구조물.창호.온실공사업","금속공사,지붕 및 홈통공사,창호 및 유리공사","1135010300","서울특별시 노원구 동일로184길 9 2층"
"539","삼성금속","171-10-00107","2015-05-22","최윤서	","","금속샤시, 인테리어,실내장식등(건당 공사금액 1500만원)","-","금속공사,창호 및 유리공사,단열공사","1130510300","서울특별시 강북구 노해로33길 17 1층 우측"
"536","탑이레","195-34-00356","2017-01-09","홍현숙","","철근콘크리트, 유리 및 창호공사업, 창문, 철문 관련제품, 설비, 미장, 철거, 토목 실내","-","방수공사,목공사,창호 및 유리공사,타일공사,단열공사,수장공사(도배,마감공사),난방설비공사(보일러),전기(배관/배선)공사,조명공사","1156013300","서울특별시 영등포구 디지털로66길 4 201호"
"523","(주)아이티티앤디자인","692-86-00725","2017-09-11","이평민","","실내인테리어, 디자인컨설팅","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1165010200","서울특별시 서초구 강남대로8길 40-57 지층"
"519","태봉종합건축","210-05-06800","2001-04-10","정성조","","인테리어","가스시설시공업제3종, 난방시공업제2종, 위생배관, 목수","목공사,급배수위생설비공사,난방설비공사(보일러)","1132010600","서울특별시 도봉구 도당로13길 44 1층"
"518","더원기업","720-12-01746","2021-03-15","김태수","","창호공사업, 건축자재","-","금속공사,지붕 및 홈통공사,창호 및 유리공사","1130510100","서울특별시 강북구 솔샘로67길 29 1층"
"517","유한회사 지엔건설산업","414-88-02506","2022-05-02","박지환","","종합집수리","-","목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,전기(배관/배선)공사","1130510100","서울특별시 강북구 삼양로 274 1층"
"515","삼화공사","204-01-26161","2007-10-02","김정남	","","인테리어(건당천오백만원미만), 전문건설하도급","-","방수공사,목공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,단열공사,수장공사(도배,마감공사)","1130510100","서울특별시 강북구 도봉로27길 98 1층"
"514","베스트건축","619-12-16556","2019-02-01","김현숙","","인테리어(건당1,500만원미만 공사)","문화재수리자격증(대목수)","방수공사,목공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1130510300","서울특별시 강북구 수유로 42 5층 503호"
"511","백마설비","119-04-74600","2000-08-26","조인성","","보일러수리, 건축설비, 집수리, 보수, 인테리어, 철물","가스시설시공업제3종, 난방시공업제1종","방수공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,단열공사,급배수위생설비공사,난방설비공사(보일러),조명공사","1154510300","서울특별시 금천구 금하로24길 32 1층"
"506","삶 건축","646-20-00842","2018-11-05","권수현,권재혁	","","실내건축, 시설물유지보수","-","방수공사,금속공사,지붕 및 홈통공사","1132010600","서울특별시 도봉구 도당로 106 1층"
"503","대성기업","779-34-00775","2021-01-29","김성기","","인테리어 창호 방수","기술경력기사, 전기공사기능사 2급","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1154510200","서울특별시 금천구 독산로47길 14 1층"
"502","명보건축","110-20-28754","2013-12-16","강윤선","","가스시설시공업, 난방시공업","가스시설시공업 제2종, 난방시공업 제2종","방수공사,목공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사","1141012000","서울특별시 서대문구 명지대길 83 202호"
"499","(주)포시즌기획","758-86-00855","2017-12-08","김재현","","옥외광고, 인테리어공사(1500만원미만공사), 안전용품, 안전장비 등","-","방수공사,목공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),조명공사","1121510100","서울특별시 광진구 면목로17길 40 205호"
"498","경은인테리어","210-22-82090","2014-02-05","장경식","","인테리어","-","방수공사,목공사,창호 및 유리공사,타일공사,단열공사,수장공사(도배,마감공사),난방설비공사(보일러),전기(배관/배선)공사,조명공사","4115011000","경기도 의정부시 신촌로53번길 12 1층 좌측호"
"497","나누리사회적협동조합","239-82-00211","2019-05-30","김동수","","가사, 정리정돈, 청소, 실내인테리어(건당 1천5백만원미만), 농수산물, 지역홍보, 마케팅","-","방수공사,도장공사,단열공사,수장공사(도배,마감공사),난방설비공사(보일러)","1144012000","서울특별시 마포구 월드컵로14길 42 비01호"
"495","제일스틸루프","210-23-89071","2014-07-17","양요환","","지붕개량공사, 신재생에너지설비공사, 전문건설하도급(태양광). 지붕강판등","-","지붕 및 홈통공사","1130510200","서울특별시 강북구 오현로 208 상가 7702동 204호"
"493","삼양종합인테리어","210-20-53645","2011-09-01","이종범","","도배, 장판, 실내장식","-","방수공사,목공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사)","1130510100","서울특별시 강북구 솔매로 50-1 (미아동)"
"491","제일종합공사","106-01-24573","2009-12-30","송원식","","인테리어, 샷시, 유리","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1117013000","서울특별시 용산구 회나무로 31-1 2층 상가, 동측에서 3번째"
"483","경원인테리어","206-28-43595","2011-04-25","정석호","","도배,도장,인테리어","도배","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1120010700","서울특별시 성동구 고산자로8길 16-1 1층 (행당동, 충실교회)"
"474","충남공업사","212-01-33644","1984-12-10","박영규","","창호, 방수, 도장공사","-","방수공사,지붕 및 홈통공사,창호 및 유리공사,도장공사","1174010700","서울특별시 강동구 고덕로24길 46 1층"
"472","누리종합건축설비","478-06-01733","2020-03-23","박건용","","철골 및 관련 구조물 공사(경미한 공사), 건물용 금속 공작물 설치 공사업(경미한 공사","-","방수공사,목공사,금속공사,창호 및 유리공사,도장공사,단열공사,전기(배관/배선)공사,조명공사,기타(철골구조)","1130510300","서울특별시 강북구 삼각산로4길 52-3 B-01호"
"466","미소건축인테리어","632-03-02107","2021-08-24","이종복","","인테리어","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1126010100","서울특별시 중랑구 동일로 641 대원빌딩, 1층"
"463","가영엔지니어링","218-13-16350","1996-07-27","금일섭","","보일러시공, 건축","가스시설시공업 제2종","방수공사,목공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러)","1120011800","서울특별시 성동구 광나루로11길 17 (송정동)"
"452","세움건설","413-09-53201","2021-01-01","김민석","","인테리어(건당일천오백만원미만), 주거용 건물 매매, 비주거용 건물 매매, 소규모공사, 부동","-","방수공사,목공사,지붕 및 홈통공사,창호 및 유리공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러)","1150010300","서울특별시 강서구 화곡로23길 37-1 301호 일부"
"451","(주)예인건설산업","415-81-44155","2012-02-23","홍경자","","건축공사업, 미장, 방수, 조적, 석면해체제거업, 하자보수공사, 건축물유지점검, 정기점검","건축공사업, 시설물유지관리업, 토목공사업, 석면해체제거, 습식방수","방수공사,목공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러)","1147010300","서울특별시 양천구 가로공원로 128 성지빌딩 2층"
"447","원(won)건축디자인","558-19-01359","2021-01-09","김지원","","인테리어","-","방수공사,목공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","4119010900","경기도 부천시 조마루로97번길 25-16 1층 (상동)"
"446","새집연구소(주)","633-87-02153","2021-08-01","박한태","","위생관리용역, 인테리어 필름","-","방수공사,목공사,타일공사,도장공사,수장공사(도배,마감공사),급배수위생설비공사,전기(배관/배선)공사","1168010300","서울특별시 강남구 개포로 508 지하1층"
"444","(주)지붕과공간칸디자인","105-88-00303","2014-03-26","김준기","","실내장식, 목재선반 및 관련제품, 신축, 증축, 샷시, 창호, 철공사, 판넬, 전기공사, ","실내건축공사업","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1144012500","서울특별시 마포구 월드컵로 196 2층, 204호 (성산동, 대명비첸시티오피스텔)"
"433","주상건설(주)","215-86-40947","2003-04-11","성항중","","실내건축공사업, 일반건축공사업, 실내건축설계디자인업, 시설물유지보수공사업, 건축자재","실내건축공사업","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),조명공사","1171011100","서울특별시 송파구 올림픽로32길 30 4층(하나빌딩)"
"426","성남유리","210-25-00667","1987-03-02","박현서","","유리제품, 창호, 철물공사","-","금속공사,창호 및 유리공사","1130510300","서울특별시 강북구 삼양로113길 3 1층"
"416","삼성종합건축","113-08-94834","2001-02-10","최수영","","설비공사, 기계설비, 인테리어(경미한공사), 유지보수, 전자상거래","난방공사 제2종","방수공사,목공사,창호 및 유리공사,타일공사,단열공사,급배수위생설비공사,난방설비공사(보일러)","1153010800","서울특별시 구로구 오류로8길 34 1층 107호"
"415","큐브","755-78-00337","2021-12-10","윤동혁","02-908-8002","인테리어","타일기능사","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),조명공사","1132010700","서울특별시 도봉구 덕릉로60길 3-3 1층"
"412","에이스인테리어","678-35-01105","2021-11-30","조현숙","","도배, 실내장식 및 내장 목공사업(건설업등록無)","-","방수공사,목공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러)","4183041021","경기도 양평군 개군면 하자포길 27-7 우윤빌리지 6층 602호"
"410","벧엘새지붕","127-11-84470","2011-07-23","정연희","","지붕, 지붕공사, 건설자재","-","지붕 및 홈통공사","4163010300","경기도 양주시 녹양로 220 1층"
"409","메카이엔씨","210-24-23436","2014-10-03","김용운","","하도급(인테리어, 시설물유지보수, 도장, 방수), 광고업, 건물내부청소, CCTV","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,단열공사","1132010800","서울특별시 도봉구 도당로19가길 10 1층 코너"
"407","동숭건축","843-31-00793","2019-08-12","이학길","","의장공사(목공사), 방수공사, 창호공사","-","방수공사,목공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사)","1111016700","서울특별시 종로구 율곡로25길 17-3 101호(충신동)"
"406","(사)사회안전문화재단","121-82-15941","2015-05-06","송의섭","","공사, 제조, 건설, 건축, 용역, 평생교육, 직업교육","-","방수공사,단열공사,수장공사(도배,마감공사)","2824510100","인천광역시 계양구 효서로 137 3층 301호"
"405","유창","106-05-69883","2003-02-26","김혜주","","아스팔트, 방수, 도료, 시설물유지관리, 도장.방수, 전문건설하도급, 안전용품및부자재","-","방수공사","1141010200","서울특별시 서대문구 경기대로 38-4 B1층"
"402","디바인플랜 건축사사무소","441-06-01992","2021-01-15","김경섭","","도배, 실내장식 및 내장 목공사업, 건축사","건축사","목공사,창호 및 유리공사,타일공사,수장공사(도배,마감공사),급배수위생설비공사","4139010100","경기도 시흥시 비둘기공원7길 39 502호"
"401","만물공사","110-02-83393","2000-01-01","조용중","","일반건축공사.토목.미장.방수.조적, 창호.유리,철물공사.해체, 지붕.판금공사, 배관난방공사","가스시설시공업 제3종, 난방시공업 제2종","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1138010700","서울특별시 은평구 응암로21길 8-5 1층"
"393","집수리학원","109-37-79760","2009-07-01","임규식","","배관 및 냉난방공사업, 교육(누수및보일러)","난방시공업제2종","방수공사,급배수위생설비공사,난방설비공사(보일러)","4145011000","경기도 하남시 미사강변대로 38 6층 609호(풍산동, 위너스프라자)"
"392","다옴공간","403-46-00852","2021-06-07","이미연","","인테리어,인테리어소품,소형가전","-","방수공사,목공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사)","1174010800","서울특별시 강동구 양재대로95길 19 1층"
"391","(주)우련건설산업","347-88-00678","2016-11-21","이인기","","미장.방수.조적공사업, 하자진단및보수업, 시설물유지관리업, 건물관리업","시설물유지관리업, 습식.방수공사업, 인테리어","방수공사,도장공사,단열공사","1171010500","서울특별시 송파구 백제고분로39길 27 안평빌딩 3층"
"387","엘도라도 건축","576-21-01082","2019-11-05","윤희성","","인테리어공사업","-","목공사,창호 및 유리공사","1130510200","서울특별시 강북구 한천로130길 30 101호"
"386","(주)퓨처하우징","126-81-57158","2001-09-14","채성호","02-3472-2520","건축자재, 모형(전시물), 창호공사, 의장공사","실내건축공사업, 금속구조물?창호?온실공사업","창호 및 유리공사,수장공사(도배,마감공사)","1165010800","서울특별시 서초구 사임당로19길 10 3층"
"383","예원건설","115-54-00514","2020-12-01","유장준","","건축인테리어공사(건당천오백만원미만), 인테리어 자재, 인테리어 소품, 전자상거래","-","방수공사,목공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러)","1132010600","서울특별시 도봉구 방학로 149 1층"
"374","대흥인테리어","210-19-88890","2014-04-07","박성현","","실내장식(경미한공사), 샷시.창호.타일공사(경미한공사), 신축.증축(경미한공사), 페인트","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1130510300","서울특별시 강북구 삼양로97길 23 1층 가운데(수유동)"
"371","삼부건설","206-30-07141","2012-03-01","이명화","","리모델링, 건축시공, 전기, 설비공사","-","방수공사,창호 및 유리공사","1120012200","서울특별시 성동구 용답29길 41 1층"
"369","이유건설","481-33-00416","2017-07-27","이형식","","전기설비, 인테리어","가스시설시공업 제3종, 난방시공업 제2종","방수공사,목공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","4139010200","경기도 시흥시 수인로3325번길 35-2 1층 이유건설"
"361","남선AL중구대리점. 삼일공영","110-13-57528","1990-02-05","배석온","","철물, 창호, 유리, 보수, 유리공사","-","금속공사,창호 및 유리공사","4128110500","경기도 고양시 덕양구 서정로 66-8 1층"
"359","쓰리에스건설(주)","716-88-00345","2016-03-21","전형근","","시설물유지관리, 금속구조물 및 창호공사, 건축자재, 소프트웨어 개발 및 공급","시설물유지관리업, 토목공사업","방수공사,목공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사)","1168010100","서울특별시 강남구 선릉로91길 14 401호"
"354","(주)미르내이앤씨","139-87-01370","2019-01-31","한수정","02-417-0035","시설물유지관리, 미장방수공사, 비계구조물해체공사, 실내건축공사, 문화재수리업, 부동산관리외","시설물유지관리업, 건축공사업","방수공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,도장공사,단열공사","1126010100","서울특별시 중랑구 면목로72길 17 B01호"
"353","(주)황용건설","845-86-00260","2016-01-05","김용","","시설물유지관리업, 미장공사업, 금속구조물창호공사업, 도장공사업, 실내건축공사업, 건축자재","실내건축공사업, 시설물유지관리업, 도장미장방수, 창호금속","방수공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,도장공사,수장공사(도배,마감공사)","1174010900","서울특별시 강동구 상암로41길 31 201호"
"351","기아종합공사","604-12-63362","2020-11-24","정순섭","","인테리어","-","방수공사,목공사,금속공사,창호 및 유리공사,타일공사,도장공사,단열공사,급배수위생설비공사,난방설비공사(보일러)","1126010300","서울특별시 중랑구 중랑천로20길 14 1층"
"342","성남기업","119-16-63557","2005-06-05","임영완","","창호, 유리, 금속, 인테리어(하도급)","-","금속공사,지붕 및 홈통공사,창호 및 유리공사,단열공사,난방설비공사(보일러)","1154510300","서울특별시 금천구 금하로11길 17 1층 2호"
"339","행복짓기 인테리어","110-12-72105","2006-12-14","정현오","","집수리, 벽지, 장판, 실내장식(건당 1500만원 미만), 도배","-","목공사,창호 및 유리공사,타일공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,조명공사","1141011800","서울특별시 서대문구 모래내로 339-1 1층"
"335","(주)태정이앤에이","643-86-02100","2021-07-01","최우정","","실내건축 공사업, 건축공사, 시설물 유지관리, 의류,피혁,잡화, 소프트웨어 개발 및 공급업","실내건축공사업","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1138010400","서울특별시 은평구 통일로87길 6-5 3층"
"332","대양상사","210-27-93928","1996-09-01","조성주","","난방공사업, 각종 샷시 및 인테리어(건당1,500만원미만공사), 가스시설공사업, 건축자재","가스시설시공업 제3종, 난방시공업 제2종","방수공사,창호 및 유리공사,급배수위생설비공사,난방설비공사(보일러)","1130510300","서울특별시 강북구 삼양로77가길 25 1층"
"331","창조인테리어","217-09-64264","2010-11-01","천정수","","실내장식","-","지붕 및 홈통공사,창호 및 유리공사","1132010700","서울특별시 도봉구 도봉로110아길 5 1층"
"328","우진설비","109-01-74029","1997-10-21","송재진","","건축설비","가스시설시공업 제3종, 난방시공업 제2종","방수공사,지붕 및 홈통공사,단열공사,급배수위생설비공사,난방설비공사(보일러)","1150010800","서울특별시 강서구 방화대로7길 30 1층, 좌측"
"326","영진건설","108-21-33042","2014-09-26","김영달, 이은숙","","알미늄, 창호, 시설물유지관리, 인테리어, 철거, 설비, 소방관리공사","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1156013200","서울특별시 영등포구 신길로39길 36 1층 2호"
"323","우리종합공사","641-03-00480","2016-08-08","설미례","","전문건설하도급(금속창호공사), 건축자재","금속구조물창호공사업","금속공사,창호 및 유리공사","1141011900","서울특별시 서대문구 증가로20길 68-1 1층"
"321","우리누수탐지","333-08-02199","2021-11-26","김명남","","배관 및 냉난방공사업","-","방수공사,단열공사,급배수위생설비공사,난방설비공사(보일러)","1171011300","서울특별시 송파구 오금로53길 38 1층 120호(거여동)"
"320","동양금속","110-11-19438","2004-07-07","송창석","","창호, 금속, 인테리어, 샷시부속","-","금속공사,창호 및 유리공사","1141011800","서울특별시 서대문구 세검정로1길 44 1층"
"318","태창설비","206-28-26392","2010-11-20","박옥동","","난방설비","난방시공업 제2종, 미장방수조적공사업","방수공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,단열공사,급배수위생설비공사,난방설비공사(보일러)","1120012200","서울특별시 성동구 용답중앙13길 3-1 태창설비"
"308","신화기업","106-11-08951","1985-02-06","김창호","","창호공사, 유리공사, 철물공사, 일반철물제조업","-","창호 및 유리공사","1117010900","서울특별시 용산구 청파로 323-1 1층 (청파동1가 158)"
"307","칠만표방수제(안양점)","123-23-37740","2012-05-28","송장성","","방수제, 방수공사, 도색공사","-","방수공사,도장공사","4117110100","경기도 안양시 만안구 안양로 417 1층"
"305","운화기업","206-11-80160","2002-02-15","최상헌","","건축부착물(알미늄샤시), 인테리어","-","방수공사,창호 및 유리공사,단열공사","1120012200","서울특별시 성동구 용답29길 36 1층"
"300","(주)대흥전력","635-86-00246","2016-01-04","오종길","","전기공사, 무역, 설비시설, 전기용품, 자재","전기공사업","전기(배관/배선)공사,조명공사","1130510100","서울특별시 강북구 도봉로76길 18 지층"
"294","가야건설전기공사","350-27-00237","2016-03-01","원양실","","전기공사업, 전기재료","전기공사업","목공사,창호 및 유리공사,수장공사(도배,마감공사),급배수위생설비공사,조명공사","1154510200","서울특별시 금천구 시흥대로80길 1 1층"
"291","아파트빌라옥상방수페인트에폭시우레탄시공전문업체","481-29-00933","2020-02-10","민현주","","방수, 페인트, 창호, 설비","난방시공업 제2종","방수공사,도장공사","1144012300","서울특별시 마포구 희우정로 99-1 1층"
"284","디자인힘","705-33-01024","2021-01-25","홍원표","","인테리어, 시설물 유지 관리(등록증 없음)","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사","1162010100","서울특별시 관악구 행운10길 21 (봉천동)"
"282","160홈즈협동조합","301-88-01569","2020-03-01","최도영","02-956-5979","인테리어(건당 1,500만원 미만)","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,조명공사","1132010800","서울특별시 도봉구 도봉로160길 17 1층"
"279","경서제일전기","709-32-00791","2019-06-03","정남희","","내부 전기배선 공사업, 전기용품 및 조명장치 소매업","전기공사업","전기(배관/배선)공사","1150010900","서울특별시 강서구 양천로24가길 28-2 1층"
"269","대성전기통신","284-45-00346","2018-07-01","송우용","","전기공사업, 철물및수공구, 전기용품 및 조명장치, 통신장비 수리업","전기공사업","전기(배관/배선)공사,조명공사,기타(통신공사)","1126010400","서울특별시 중랑구 숙선옹주로 30 1층"
"261","(주)성창에스씨","834-87-00914","2018-03-12","박수남","","시설물유지관리공사업, 미장, 방수, 조적공사업","습식방수공사업, 시설물유지관리업, 건축공사업","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),조명공사","1150010800","서울특별시 강서구 방화대로5가길 25 1층, 2층 (주)성창에스씨"
"258","예준인테리어","374-25-00786","2019-03-12","김충남","","인테리어","-","방수공사,목공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,조명공사","1174010700","서울특별시 강동구 구천면로55길 12 지하1층"
"255","우영건설","113-19-54594","2008-10-15","김수도","","배관.난방공사, 도장.도배공사, 인테리어, 건물개보수, 건축시설물및물품, 잡화","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러)","1153010300","서울특별시 구로구 남부순환로105길 154 1층 106호(가리봉동 84-9)"
"245","삼성도장","210-11-47990","2003-08-25","전호남","","전문건설하도급(방수, 도장공사), 방수공사","-","방수공사,지붕 및 홈통공사,창호 및 유리공사,도장공사","1130510300","서울특별시 강북구 인수봉로 249 1층"
"244","삼삼건축설비","210-14-16222","2005-07-18","김정수","","난방공사","가스시설시공업 제3종, 난방시공업 제2종, 습식방수공사업","방수공사,지붕 및 홈통공사,타일공사,단열공사,급배수위생설비공사,난방설비공사(보일러)","1130510100","서울특별시 강북구 솔매로7길 14 1호, 3호"
"240","참인테리어","110-10-15852","2012-09-27","임인선","","인테리어, 장판 도배지 지물포자재","-","방수공사,단열공사,수장공사(도배,마감공사)","1138010300","서울특별시 은평구 연서로34길 42 동호스카이 상가B101호"
"237","더불어함께건축 협동조합","380-82-00275","2018-05-01","한동화","","단독주택건설업, 미장,타일 및 방수공사업, 시설물 유지관리 공사업, 건축물 일반 청소업 외","-","방수공사,목공사,금속공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1117011200","서울특별시 용산구 원효로83길 7-2 5층 1호(원효로1가, 어여재)"
"236","(주)월드탑크린","189-81-02106","2021-01-18","김남호","","집수리, 인테리어, 청소용역(특수청소)","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1132010800","서울특별시 도봉구 도봉로159길 30 102호"
"211","우이지붕공사","210-19-93729","2011-03-10","이강수","","지붕공사","-","지붕 및 홈통공사","1130510300","서울특별시 강북구 삼양로87가길 3 1층"
"210","(주)동건","120-87-84509","2012-06-13","안오은","","지붕, 판금 건축물 조립공사업, 금속조립구조제, 토목/건축 공사업, 창호/금속 공사업 외","지붕판금?건축물조립공사업","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,단열공사,수장공사(도배,마감공사),난방설비공사(보일러),조명공사","1168010500","서울특별시 강남구 선릉로112길 52 302호"
"206","미래데코","108-01-61593","2007-12-10","이정영","","인테리어, 철거","-","방수공사,목공사,수장공사(도배,마감공사)","1159010200","서울특별시 동작구 성대로29길 35 지하층 미래인테리어"
"205","안진기업","112-38-50280","2006-09-28","최순원","","하도급","-","방수공사,금속공사,창호 및 유리공사,도장공사","1162010200","서울특별시 관악구 난곡로24길 43 1층 (신림동 650-46)"
"203","(주)부광코리아","210-81-54908","2005-01-12","채민성","","가스설비공사, 난방시공, 인테리어공사","가스시설시공업 제1종, 난방시공업 제2종","금속공사,타일공사,단열공사,급배수위생설비공사,난방설비공사(보일러)","1130510300","서울특별시 강북구 삼양로80길 10 2층 (수유동 57-50)"
"201","백산","123-30-45331","2011-10-21","유정필","","인테리어공사","-","방수공사,목공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),전기(배관/배선)공사,조명공사","1154510300","서울특별시 금천구 독산로 30 1층 백산건축"
